Bahrain,Monaco,Monza,Silverstone,Suzuka
3.88814555614996,5.29882138675581,3.43239989588242,5.91304386083466,6.30415250631207
3.41519884529487,4.55817289752534,3.00581841175432,5.37975986195288,5.90940806579895
4.71257469400297,6.57054938081129,4.18318967865374,6.80070991349165,6.92544909139377
3.02763242955388,3.93733543530969,2.6303928551831,4.91630472959283,5.54622848348595
3.63351670456173,5.00776946467105,3.24414696849343,5.65813299652919,6.15013587821721
4.43735060317695,6.09685694916934,3.88841053694975,6.4935544676601,6.69781843889698
3.82116666938004,5.16110534156711,3.38432658000628,5.81819803601927,6.21444755702788
4.11036765357007,5.65298327476418,3.60878765942544,6.1728611568271,6.48956039597572
1.58694933166061,1.96213936131117,1.30962677168894,2.95478004339938,3.83050939755531
3.71408522627331,5.01629890356896,3.26867195919122,5.71961514451483,6.16214268473095
4.45226668338617,6.26503916763478,3.97257872136071,6.59281395705607,6.80123260333088
3.41552921566893,4.53485584920263,2.97420076034054,5.3569343575999,5.87190797522209
2.72642305529601,3.59794862558385,2.41126103933856,4.52555446594398,5.13727981442292
4.52432199922931,6.26543005903078,3.99719146810368,6.58732015296764,6.76685601529085
5.23329566914698,7.27210043633184,4.65618890177191,7.31791291649022,7.28868035660755
3.78661524388116,5.1259445791113,3.35140205998624,5.78767776567019,6.19643649746878
3.96816475887597,5.41101475465927,3.52515928958968,5.98027966487975,6.32890049331864
4.2804597255925,5.84735694018398,3.7360353731147,6.34641965271289,6.59107226184948
3.44831434920306,4.79428865965841,3.13809930809389,5.43945405331006,5.96101553215022
3.38631847788601,4.48780550443144,2.94801079239272,5.32962455367792,5.86415317512682
3.9050013023837,5.32435863307823,3.45238020963661,5.93230748680141,6.31682659032838
3.77618284392595,5.12569717379492,3.30401228540206,5.77210023930555,6.19962861263276
3.21118221231066,4.20835810126474,2.78669628103783,5.12454521330921,5.70240426761175
4.37924876552886,6.1092712050879,3.89006226269983,6.46882640612582,6.70196269334304
3.65050736360697,4.97944000865417,3.22594852950013,5.64963835688781,6.11784314447809
3.41473419148483,4.54217554638262,2.97200047903638,5.374414165796,5.93636401593047
2.98301668543536,3.84165362910841,2.61515603793027,4.87745489230525,5.57151523230632
3.0389344128474,4.07028679079911,2.68851743316776,4.95061149494141,5.59576939889022
3.07057242821162,4.23864129830372,2.78584562139574,5.02544810623494,5.69983203682816
4.37027629092301,6.04925494683163,3.84219641932887,6.45506508342128,6.68273579996579
3.28792594715847,4.3514774073633,2.86813371118339,5.2120917516437,5.76069748811672
4.99691699684002,6.97899118046629,4.43595324693035,7.10762698134562,7.1440925642812
2.72790980964891,3.47324182849854,2.34381477289519,4.53055884996961,5.16017242677532
3.66892455428491,4.96829669425899,3.23932572184601,5.64989302181187,6.08721874472829
2.97054691667284,3.84742776780319,2.56223670489808,4.83705054256902,5.4746093779996
3.67220269163309,4.94090019591558,3.20959921275624,5.65657748348792,6.11064132001002
4.57487402978531,6.39983081302264,4.08474129256288,6.67971825072437,6.85512631902384
2.78228142210359,3.5785190960148,2.40611828559112,4.61704617278776,5.28909883914264
4.35431953264976,6.03564112711273,3.8394237149246,6.44506787759233,6.68182413205309
3.86654717884373,5.3152609793922,3.42296046506362,5.9110669513084,6.32443899813964
3.48462363843027,4.66386781873957,3.06922040378799,5.43974254580791,5.92747270641026
4.04080350905882,5.48017827166782,3.53761374497231,6.06504861485527,6.40168600333215
4.09881391705265,5.50205880731442,3.55539961722871,6.14005313321975,6.43747456662742
4.3415442009568,6.05193348267883,3.84679177277922,6.44879983094323,6.6946233430639
2.76075633310425,3.62818268968859,2.42108834895816,4.61074462197982,5.33546897846966
3.19008068819257,4.40654501543371,2.91335105967346,5.18904867148636,5.85380251483005
2.96370730583173,3.7924734462264,2.55836226532203,4.83223428582891,5.46074659434287
3.59508306279457,4.77157344790699,3.11417267762032,5.56516773023029,6.04178474410739
4.3608365159063,6.0541598710417,3.90209563504518,6.43387959551452,6.67572280264584
2.23756343107821,2.79582331646387,1.90579337887046,3.91792820360649,4.71961807068953
4.01742195107833,5.43390775487916,3.50679607956495,6.02941542562227,6.36398979566526
2.34167682374895,2.92432960259857,2.0022590753541,4.06276719080325,4.8150426940006
2.53883072901579,3.31674975783345,2.23075703313607,4.32297151755428,5.01732944010826
3.18226149605765,4.17399749335947,2.78212294847245,5.09918391242794,5.67799136610266
2.55760318934684,3.16862210245069,2.15147575980964,4.31394022308078,5.02003695155715
4.12713607908734,5.76613843940547,3.68236350364675,6.23798576704158,6.57541479728519
3.22563600634121,4.24031206714967,2.82681535197389,5.16190457696751,5.81906047705007
3.77155580426604,5.10051110748184,3.30631782649089,5.79701925776639,6.24784350462863
3.31307092050482,4.43317041110702,2.91705252425843,5.246745325252,5.78514157673433
2.69449169928007,3.40888443822896,2.31327676578359,4.50502900420342,5.18517920955319
4.53240953140018,6.33688099160998,4.03739247951562,6.63782969980172,6.82617651464256
3.60000639183494,4.75827884169464,3.10696725457299,5.56018926225337,6.02532881100545
2.93720141633092,3.9192664601298,2.59644470098905,4.82365605493818,5.48524795370401
3.33212113070117,4.3913340127335,2.89803381769084,5.2738477348081,5.84212060998571
3.22713533491045,4.24719398236233,2.81532557589934,5.14991387678578,5.72372607718455
3.67175402129393,4.94749281299074,3.22827941439975,5.68287681468528,6.15223483084642
3.97513923327307,5.39155035360619,3.50065354469772,5.98556383370089,6.33751985446263
4.78546574111032,6.67899174755958,4.25494092275589,6.87942028666646,6.98324852300436
1.85379128767565,2.16649126094293,1.51811141748575,3.37915293404718,4.14005867296687
3.0342168947526,4.10065855427808,2.65810463789125,4.92796703010774,5.59031066617384
4.01398696145871,5.49416822097478,3.53483936367679,6.06944807032442,6.42797645512718
3.71736011955911,5.06953708753489,3.30184067159515,5.71484799162546,6.14335821504411
3.00184356385786,3.87323793827949,2.58038388843596,4.86987600519704,5.49787959898457
2.91271348587542,3.92727579165548,2.5773850884714,4.80286723385109,5.51278612841862
4.30868013308986,5.98139382094438,3.8101848670647,6.39653383134929,6.65783797719456
3.22374095822403,4.33869095752629,2.88005252264823,5.1966600269233,5.83722251683792
4.78312184402923,6.63003283534276,4.2342612693068,6.85500942789723,6.95978872711501
3.67474273357381,5.00860135229524,3.26014205840908,5.68318141832007,6.13911629996504
3.63708041029191,4.97772510735388,3.23704589359537,5.65631436528695,6.14012880502278
4.53765686475181,6.31443839275072,4.00953086264071,6.63364927151531,6.81153371806357
2.8035889772412,3.73620784667703,2.47346547137119,4.6682332724579,5.39167546118637
3.48829804393798,4.67998025948847,3.08638016099414,5.48594317954411,6.02682827767617
3.69402260587041,4.96704098636182,3.22874929971058,5.68532265307926,6.13373613847968
2.81953193381026,3.65894205576411,2.43224173149907,4.65297806625548,5.31280451492209
4.50990290202687,6.21146883701669,3.97290434691414,6.56619172457438,6.75061355154107
3.92458250504854,5.34022789722974,3.45426221676735,5.93883628497466,6.30970623604864
2.62092002290526,3.4890039459348,2.32937601687714,4.45289907747563,5.21878781361045
4.68044850991159,6.58240101194972,4.19688767122898,6.80233598722314,6.94904175317972
3.09972769020677,4.12632894024046,2.74364841397136,5.03166029461892,5.68353738754471
2.6271235758261,3.38359056679755,2.26283960180932,4.422561526997,5.13452577441332
3.73011487365496,5.07394501743985,3.2866988559484,5.75101204143609,6.2050352195314
4.03329955340092,5.54201898815188,3.58511568488483,6.06408876545715,6.40087718323157
4.18140484643608,5.80107303710881,3.75537333355425,6.24493403129433,6.54258178661035
3.18564983102835,4.20256652005432,2.80329599848271,5.11646264370791,5.70713383599881
3.75455515178879,4.97632990532187,3.26457453768351,5.75953850658299,6.18831416286611
3.65535242534075,4.90710995931601,3.19938261945206,5.65435645442633,6.12926790088025
