cpMult,hA0Mult,hA1Mult,kTrackMult,Topt_C,sigmaMult,heatMult
0.93745242672902,1.14460691351589,0.802014929998348,0.991361849607776,91.8797819709112,0.992629355067297,0.970530577283056
1.10967575375397,1.030751214706,0.752122186023602,1.25677864566491,93.4358013151285,0.917573127856032,0.95372454590806
1.12425250589761,0.83880668073235,1.11687860628639,1.2347103394234,91.2520236910016,0.916578670582778,1.43378204916228
1.04131759575678,0.962399686328236,0.946656453076184,1.07709533723176,97.9933220455257,1.09926563819404,0.990808580476785
0.887336241219403,0.991378772945219,1.03869304810757,1.01918556149745,91.0135212140149,0.84702362721669,0.790069643554589
0.939144726049251,0.88980960266905,0.819607653331721,0.64196489295234,96.2813157030281,1.05384025510359,1.25269371426288
0.855821290634152,1.38973602862099,0.864481260742783,0.712830376157451,86.8466713284586,1.30215180688932,0.995894324302256
1.11637477859562,1.15591873035989,1.15339022857492,0.745567521234032,94.3355249306342,0.734284542746802,1.04318952404962
1.02141834471577,1.05194720053386,1.2882714707446,0.79094573984573,98.466620212191,1.06061398998195,0.707109900682052
1.09485462542003,0.965149905894624,0.675956322108701,1.27807174626406,93.3130204504151,0.854259141013295,0.96510176832359
0.931480526048327,0.949508768656194,1.30457152482919,1.50386961588476,98.4183196342954,0.789333711494459,1.17516310253683
1.24773106812331,1.13012881805179,1.02894026334392,0.714672685810774,91.5030662950428,0.940476391159835,1.03286224279503
1.24362520889694,1.02160092105976,1.01192466205932,1.29286370154055,84.5908010793498,1.21267048721168,0.946932377731633
0.98524986292564,0.689425351229877,1.0001448906425,0.63476890442855,88.460187557008,0.881795440612748,1.05743777164232
0.875226855667719,1.0039755676847,0.756820596560384,0.960214228618519,90.3382071670717,1.05361631416948,1.52911114870619
0.921540359119117,1.17180331664528,0.688845825080106,0.779944267842001,87.5065326590583,1.00032530365768,0.84641857980229
1.00170176553,0.949971450417861,1.03426048404737,0.854694032403922,84.4882221268466,1.09641748780913,1.00190353808721
0.992879399214236,0.680834351806385,0.871843154029036,0.925394532519804,101.926505202877,0.892406450004619,1.21375689477971
0.923743058030502,1.19221633850848,1.48076719414267,0.991996308471626,82.9270201206485,1.05353973446077,0.833422509600156
1.03739639698443,0.860316493951172,0.967226017221441,0.954260243128558,96.1499046975118,1.06987683420247,1.02727792092405
0.95209834924629,0.793491068124313,0.71773883990154,1.49748887680212,93.4244047988796,1.08212995539643,1.07892075032618
0.857424132781822,0.804965364532849,1.34480631231693,0.668358257688511,95.051261308728,1.32576777377964,1.13974405624005
0.966389478151158,0.869790733407262,0.849016015743763,0.807200923168486,96.1903555642755,1.0578640461285,0.90090597738546
0.992255719952759,1.23364882758074,1.02176804338657,0.72020385220708,89.1250216208078,0.730463952210069,0.928564716779863
1.12754869807653,1.00317181010044,1.33531135721165,1.07535082395768,90.9428297960593,0.982043159266641,1.08490810798715
0.908319113264274,0.906180138831777,1.31952222646049,0.746274552484252,101.199813636289,0.985386023096303,0.968495217325312
1.01107690139618,1.31865916159494,1.15112391241543,1.16541594201017,103.044440635022,0.942470540943504,0.96757220792277
1.03340231291876,1.14972045705869,1.17384492572249,1.01468821834014,92.1751382404832,0.97463028283539,0.871686124297634
0.774129499687219,1.17901090460311,1.13370973550369,1.00454403016311,90.5894725608961,0.952812633626219,0.686580380338686
1.04967151636371,0.747067546170261,1.34966191332896,1.07759833002729,100.03752013961,0.966416735853473,1.41790403389649
0.891348379939357,0.968412844056033,0.913815445585093,0.760066882175121,93.5943770700562,1.25323917370971,0.940796031148594
0.961598743167724,1.48408429345553,0.664978812214877,0.828360511154251,95.8626867080162,0.859347898624932,1.41050480201701
1.34641226799228,1.19517011832174,0.742947472404937,0.836455726559135,90.6689760315058,1.05722601728346,0.964421280617423
1.20284444923257,0.734481767612108,1.08350224031647,1.07509547684953,87.313576144794,0.99202432056978,1.04828907848272
1.10433275119407,0.877854376335443,1.04564706287847,0.800487582742326,96.2575915101076,1.01751362663969,0.94244197019071
0.981031738129759,0.981895572930166,1.0553565012723,0.858820563801233,95.0719467306451,1.14643035406027,1.10430888554411
0.902193183108915,1.20944767384672,0.899188766084178,1.37265893420882,91.3821069968328,0.930348612054043,1.15382012698439
1.04896343937369,1.02118599282224,0.836446650374023,0.772289211125821,94.2380380383225,0.972202136464182,0.800045373404731
0.97338356961151,0.998115443034768,1.16184594850314,1.06375932438989,98.6788764044294,0.918581801017436,1.25268981605658
0.854054630373857,0.811874536706982,1.019066622986,1.20595906924926,95.7174127672226,0.957018384490803,0.947851544457781
0.997387793850258,1.09550978646832,0.948854416512202,0.92908493554999,89.1907716536908,1.22983518372313,1.02649885347667
0.899777974655399,1.19165897879138,0.72498176483472,0.816769684399292,95.5299372949666,1.15688802839161,1.12928698004121
1.1422920987212,0.965344060810698,0.652348139087711,0.877520949002655,100.168248422261,0.723481511665813,1.08827328196362
0.945826064204991,1.17133900705533,1.21490357166163,1.07796041125413,97.2586587754196,0.832818972015183,1.13952799734186
